date,industry,unemployments,gender
3/1/2006,Manufacturing,701,male
4/1/2006,Manufacturing,745,male
5/1/2006,Manufacturing,680,male
6/1/2006,Manufacturing,635,male
7/1/2006,Manufacturing,736,male
8/1/2006,Manufacturing,680,male
9/1/2006,Manufacturing,632,male
10/1/2006,Manufacturing,618,male
11/1/2006,Manufacturing,702,male
12/1/2006,Manufacturing,660,male
1/1/2007,Manufacturing,752,male
2/1/2007,Manufacturing,774,male
3/1/2007,Manufacturing,742,male
4/1/2007,Manufacturing,749,male
5/1/2007,Manufacturing,651,male
6/1/2007,Manufacturing,653,male
7/1/2007,Manufacturing,621,male
8/1/2007,Manufacturing,596,male
9/1/2007,Manufacturing,673,male
10/1/2007,Manufacturing,729,male
11/1/2007,Manufacturing,762,male
12/1/2007,Manufacturing,772,male
1/1/2008,Manufacturing,837,male
2/1/2008,Manufacturing,820,male
3/1/2008,Manufacturing,831,male
4/1/2008,Manufacturing,796,male
5/1/2008,Manufacturing,879,male
6/1/2008,Manufacturing,862,male
7/1/2008,Manufacturing,908,male
8/1/2008,Manufacturing,960,male
9/1/2008,Manufacturing,984,male
10/1/2008,Manufacturing,1007,male
11/1/2008,Manufacturing,1144,male
12/1/2008,Manufacturing,1315,male
1/1/2009,Manufacturing,1711,male
2/1/2009,Manufacturing,1822,male
3/1/2009,Manufacturing,1912,male
4/1/2009,Manufacturing,1968,male
5/1/2009,Manufacturing,2010,male
6/1/2009,Manufacturing,2010,male
7/1/2009,Manufacturing,1988,male
8/1/2009,Manufacturing,1866,male
9/1/2009,Manufacturing,1876,male
10/1/2009,Manufacturing,1884,male
11/1/2009,Manufacturing,1882,male
12/1/2009,Manufacturing,1747,male
1/1/2010,Manufacturing,1918,male
2/1/2010,Manufacturing,1814,male
1/1/2000,Leisure and hospitality,782,male
2/1/2000,Leisure and hospitality,779,male
3/1/2000,Leisure and hospitality,789,male
4/1/2000,Leisure and hospitality,658,male
5/1/2000,Leisure and hospitality,675,male
6/1/2000,Leisure and hospitality,833,male
7/1/2000,Leisure and hospitality,786,male
8/1/2000,Leisure and hospitality,675,male
9/1/2000,Leisure and hospitality,636,male
10/1/2000,Leisure and hospitality,691,male
11/1/2000,Leisure and hospitality,694,male
12/1/2000,Leisure and hospitality,639,male
1/1/2001,Leisure and hospitality,806,male
2/1/2001,Leisure and hospitality,821,male
3/1/2001,Leisure and hospitality,817,male
4/1/2001,Leisure and hospitality,744,male
5/1/2001,Leisure and hospitality,731,male
6/1/2001,Leisure and hospitality,821,male
7/1/2001,Leisure and hospitality,813,male
8/1/2001,Leisure and hospitality,767,male
9/1/2001,Leisure and hospitality,900,male
10/1/2001,Leisure and hospitality,903,male
11/1/2001,Leisure and hospitality,935,male
12/1/2001,Leisure and hospitality,938,male
1/1/2002,Leisure and hospitality,947,male
2/1/2002,Leisure and hospitality,973,male
3/1/2002,Leisure and hospitality,976,male
4/1/2002,Leisure and hospitality,953,male
5/1/2002,Leisure and hospitality,1022,male
6/1/2002,Leisure and hospitality,1034,male
7/1/2002,Leisure and hospitality,999,male
8/1/2002,Leisure and hospitality,884,male
9/1/2002,Leisure and hospitality,885,male
10/1/2002,Leisure and hospitality,956,male
11/1/2002,Leisure and hospitality,978,male
12/1/2002,Leisure and hospitality,922,male
1/1/2003,Leisure and hospitality,1049,male
2/1/2003,Leisure and hospitality,1145,male
3/1/2003,Leisure and hospitality,1035,male
4/1/2003,Leisure and hospitality,986,male
5/1/2003,Leisure and hospitality,955,male
6/1/2003,Leisure and hospitality,1048,male
7/1/2003,Leisure and hospitality,1020,male
8/1/2003,Leisure and hospitality,1050,male
9/1/2003,Leisure and hospitality,978,male
10/1/2003,Leisure and hospitality,933,male
11/1/2003,Leisure and hospitality,990,male
12/1/2003,Leisure and hospitality,885,male
1/1/2004,Leisure and hospitality,1097,male
2/1/2004,Leisure and hospitality,987,male
3/1/2004,Leisure and hospitality,1039,male
4/1/2004,Leisure and hospitality,925,male
5/1/2004,Leisure and hospitality,977,male
6/1/2004,Leisure and hospitality,1189,male
7/1/2004,Leisure and hospitality,965,male
8/1/2004,Leisure and hospitality,1010,male
9/1/2004,Leisure and hospitality,854,male
10/1/2004,Leisure and hospitality,853,male
11/1/2004,Leisure and hospitality,916,male
12/1/2004,Leisure and hospitality,850,male
1/1/2005,Leisure and hospitality,993,male
2/1/2005,Leisure and hospitality,1008,male
3/1/2005,Leisure and hospitality,967,male
4/1/2005,Leisure and hospitality,882,male
5/1/2005,Leisure and hospitality,944,male
6/1/2005,Leisure and hospitality,950,male
7/1/2005,Leisure and hospitality,929,male
8/1/2005,Leisure and hospitality,844,male
9/1/2005,Leisure and hospitality,842,male
10/1/2005,Leisure and hospitality,796,male
11/1/2005,Leisure and hospitality,966,male
12/1/2005,Leisure and hospitality,930,male
1/1/2006,Leisure and hospitality,910,male
2/1/2006,Leisure and hospitality,1040,male
3/1/2006,Leisure and hospitality,917,male
4/1/2006,Leisure and hospitality,882,male
5/1/2006,Leisure and hospitality,830,male
6/1/2006,Leisure and hospitality,942,male
7/1/2006,Leisure and hospitality,867,male
8/1/2006,Leisure and hospitality,855,male
9/1/2006,Leisure and hospitality,810,male
10/1/2006,Leisure and hospitality,795,male
11/1/2006,Leisure and hospitality,836,male
12/1/2006,Leisure and hospitality,701,male
1/1/2007,Leisure and hospitality,911,male
2/1/2007,Leisure and hospitality,879,male
3/1/2007,Leisure and hospitality,845,male
4/1/2007,Leisure and hospitality,822,male
5/1/2007,Leisure and hospitality,831,male
6/1/2007,Leisure and hospitality,917,male
7/1/2007,Leisure and hospitality,920,male
8/1/2007,Leisure and hospitality,877,male
9/1/2007,Leisure and hospitality,892,male
10/1/2007,Leisure and hospitality,911,male
11/1/2007,Leisure and hospitality,986,male
12/1/2007,Leisure and hospitality,961,male
1/1/2008,Leisure and hospitality,1176,male
2/1/2008,Leisure and hospitality,1056,male
3/1/2008,Leisure and hospitality,944,male
4/1/2008,Leisure and hospitality,874,male
5/1/2008,Leisure and hospitality,1074,male
6/1/2008,Leisure and hospitality,1154,male
7/1/2008,Leisure and hospitality,1172,male
8/1/2008,Leisure and hospitality,1122,male
9/1/2008,Leisure and hospitality,1029,male
10/1/2008,Leisure and hospitality,1126,male
11/1/2008,Leisure and hospitality,1283,male
12/1/2008,Leisure and hospitality,1210,male
