Model,Investigation_Type,Event_Date,Location,Country,Aircraft_Damage,Make,Fatal_Injuries,Intro,Outro,Operational_Count,Is_Operational
DC-9,Accident,8/20/87,"""NEWBURGH, NY""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,9/22/02,"""Minneapolis, MN""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,1/20/02,"""Dulles, VA""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,2/9/89,"""SALT LAKE CITY, UT""",United States,None Reported,McDonnell Douglas,1,12/1/65,10/1/82,245,No
DC-9,Accident,3/18/89,"""SAGINAW, TX""",United States,Destroyed,McDonnell Douglas,2,12/1/65,10/1/82,245,No
DC-9,Accident,1/24/02,"""Indianapolis, IN""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,4/15/08,"""Goma, Congo""",Congo,Destroyed,McDonnell Douglas,40,12/1/65,10/1/82,245,No
DC-9,Accident,5/10/05,"""Minneapolis, MN""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,9/12/03,"""Norfolk, VA""",United States,Minor,McDonnell Douglas,1,12/1/65,10/1/82,245,No
DC-9,Accident,7/25/01,"""Detroit, MI""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,12/27/00,"""Jamaica, NY""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,8/7/03,"""Greeley, CO""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,9/16/04,"""Chicago, IL""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,7/15/04,"""Sheridan, IL""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,11/30/01,"""Romulus, MI""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,5/26/04,"""Near St. Louis, MO""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,4/16/03,"""DFW Airport, TX""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,6/20/06,"""Chicago, IL""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,6/27/11,"""Apache Junction, AZ""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-10,Accident,6/4/06,"""Managua, Nicaragua""",Nicaragua,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
MD-80,Accident,6/27/07,"""Chicago, IL""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-10,Accident,11/28/05,"""Chicago, IL""",United States,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Accident,12/18/03,"""Memphis, TN""",United States,Destroyed,McDonnell Douglas,0,8/1/71,7/1/89,185,No
MD-11,Incident,11/7/06,"""Paris, France""",France,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,9/14/06,"""Subic Bay, Philippines""",Philippines,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,4/26/05,"""Buenos Aires, Argentina""",Argentina,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,1/26/04,"""Mexico City, Mexico""",Mexico,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,1/15/03,"""Stansted, United Kingdom""",United Kingdom,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,3/31/02,"""Charlotte, NC""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,3/17/02,"""Anchorage, AK""",United States,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,11/20/01,"""Taipei, Taiwan""",Taiwan,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,9/29/00,"""Subic Bay, Philippines""",Philippines,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,6/30/99,"""MANILA, Philippines""",Philippines,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,1/14/03,"""Jamaica, NY""",United States,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,9/22/10,"""Kabul, Afghanistan""",Afghanistan,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,3/23/10,,Hungary,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,6/7/05,"""Louisville, KY""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,10/17/99,"""SUBIC BAY, Philippines""",Philippines,Destroyed,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-80,Accident,2/3/01,"""Boston, MA""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,1/30/13,"""Copenhagen, Denmark, Denmark""",Denmark,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,1/3/10,"""Turin Airport, Italy""",Italy,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,5/12/05,"""Rome, Italy""",Italy,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,2/2/05,"""Makassar, Indonesia""",Indonesia,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,12/20/04,"""Providence, RI""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,11/30/04,"""Solo City, Indonesia""",Indonesia,Substantial,McDonnell Douglas,25,10/1/80,12/1/99,832,No
MD-80,Incident,8/24/04,"""Taipei, Taiwan""",Taiwan,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,11/6/02,"""Orlando, FL""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,6/4/02,"""Wichita, KS""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,6/25/01,"""Guadalajara, Mexico""",Mexico,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,11/30/07,"""Isparta, Turkey""",Turkey,Destroyed,McDonnell Douglas,57,10/1/80,12/1/99,832,No
MD-80,Accident,10/11/07,"""Istanbul, Turkey""",Turkey,Destroyed,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,3/16/07,"""Las Vegas, NV""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,12/26/05,"""Seattle, WA""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,8/20/04,"""Koln-Bonn, Germany""",Germany,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,7/17/03,"""Londonderry, United Kingdom""",United Kingdom,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,7/11/01,"""Rome, Italy""",Italy,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,5/10/01,"""Liverpool, United Kingdom""",United Kingdom,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,10/8/01,"""Milan, Italy""",Italy,Destroyed,McDonnell Douglas,118,10/1/80,12/1/99,832,No
MD-80,Incident,2/18/08,"""Austin, TX""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,5/13/05,"""Denver, CO""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,4/22/03,"""Denver, CO""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,3/15/01,"""Tucson, AZ""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-90,Accident,3/9/09,"""Jakarta, Indonesia""",Indonesia,Substantial,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-90,Accident,10/11/06,"""Denver, CO""",United States,Substantial,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-90,Incident,6/9/06,"""Denver, CO""",United States,Minor,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-90,Incident,12/30/00,"""Salt Lake City, UT""",United States,Minor,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-90,Accident,2/10/05,"""Shanghai, China""",China,Destroyed,McDonnell Douglas,3,2/1/95,10/1/00,102,No
MD-11,Accident,10/13/12,"""Sao Paulo, Brazil""",Brazil,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,9/18/10,"""Paris, France""",France,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,7/27/10,"""Riyadh, Saudi Arabia""",Saudi Arabia,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,11/28/09,"""Shanghai, China""",China,Destroyed,McDonnell Douglas,3,12/1/90,10/1/00,183,No
MD-11,Accident,10/20/09,,Uruguay,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,6/9/09,"""Khartoum, Sudan""",Sudan,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,4/17/09,"""Batco, Chile""",Chile,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,3/23/09,"""Narita, Japan""",Japan,Destroyed,McDonnell Douglas,2,12/1/90,10/1/00,183,No
MD-11,Incident,1/7/07,"""JFK, NY""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,3/9/14,"""Tenerife, Spain""",Spain,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,11/24/13,"""Sao Paulo, Brazil""",Brazil,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,6/11/11,"""Mumbai, India""",India,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-80,Accident,1/28/16,"""Mashad, Iran""",Iran,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,1/24/12,"""Kabul, Afghanistan""",Afghanistan,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,6/1/09,"""Chicago, IL""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,10/11/14,"""Maiquetia, Vargas, Venezuela""",Venezuela,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,7/24/14,"""Gossi, Mali""",Mali,Destroyed,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,6/16/14,"""Kinmen, China""",China,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,2/5/12,"""Copenhagen, Denmark""",Denmark,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,3/4/11,"""Bridgetown, Barbados""",Barbados,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,3/25/09,"""Trelew, Argentina""",Argentina,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-90,Incident,8/15/10,"""Sendai, Japan""",Japan,Minor,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-90,Accident,5/8/09,"""Riyadh, Saudi Arabia""",Saudi Arabia,Substantial,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-90,Accident,2/23/09,"""Batam, Indonesia""",Indonesia,Minor,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-80,Accident,6/13/13,"""Nashville, TN""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,10/7/11,"""Atlanta, GA""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,7/17/10,"""Atlanta, GA""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,1/31/14,"""Atlanta, GA""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,1/24/16,"""Newark, NJ""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-10,Incident,12/30/82,"""THERMAL, CA""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Accident,2/3/82,"""PHILADELPHIA, PA""",United States,Minor,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Incident,3/26/09,"""Bogota, Colombia""",Colombia,Minor,McDonnell Douglas,0,8/1/71,7/1/89,185,No
A340,Accident,1/17/13,"""Miami, FL""",United States,Minor,Airbus,0,3/1/93,9/21/17,294,Yes
A380,Accident,4/11/11,"""Jamaica, NY""",United States,Substantial,Airbus,0,10/1/07,9/21/17,193,Yes
A340,Accident,10/5/14,"""Jamaica, NY""",United States,Minor,Airbus,0,3/1/93,9/21/17,294,Yes
A320,Accident,12/10/15,"""Great Falls, MT""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A330,Accident,3/17/14,"""Seattle, PO""",United States,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A320,Accident,5/9/13,"""Dallas, TX""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A330,Accident,4/25/11,"""New York, NY""",United States,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A320,Incident,11/14/09,"""Kansas City, MO""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,5/4/15,"""New Orleans, LA""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,5/10/12,"""Fort Lauderdale, FL""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,9/18/14,"""Long Beach, CA""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,2/19/11,"""North Fayston, VT""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,8/26/10,"""Sacramento, CA""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,7/10/09,"""Fort Myers, FL""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,9/29/10,"""Tampa, FL""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,6/17/12,"""Las Vegas, NV""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,4/5/10,"""Newark, NJ""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A330,Accident,8/10/12,"""Dulles, VA""",United States,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A320,Incident,10/21/09,"""Minneapolis, MN""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,5/4/09,"""Denver, CO""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A330,Incident,6/23/09,"""Kagoshima, Japan""",Japan,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Accident,5/1/13,"""Newark, NJ""",United States,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A320,Incident,10/15/13,"""Greenville, TX""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,9/18/05,"""Fort Lauderdale, FL""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A330,Incident,5/21/09,"""Los Cayes, Haiti""",Haiti,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A320,Accident,2/24/12,"""Millville, NJ""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,10/20/08,"""Phoenix, AZ""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,11/7/06,"""Chicago, IL""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,5/9/11,"""Chillicothe, MO""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A300,Accident,8/14/13,"""Birmingham, AL""",United States,Destroyed,Airbus,2,5/1/74,7/1/07,243,No
A320,Accident,8/15/15,"""Charlotte, NC""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,2/17/08,"""Washington, DC""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,1/15/09,"""Weehawken, NJ""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,3/13/14,"""Philadelphia, PA""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,6/5/10,"""Charlotte, NC""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,11/27/08,"""Perpignan, France""",France,Destroyed,Airbus,7,4/1/88,9/21/17,6807,Yes
A320,Incident,11/11/10,"""66 NM East of Hobe Sound, FL""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,4/5/13,"""Las Vegas, NV""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A330,Incident,10/4/14,"""Karachi, Pakistan""",Pakistan,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A300,Incident,5/1/06,"""Toronto, Canada""",Canada,Minor,Airbus,0,5/1/74,7/1/07,243,No
A320,Incident,7/11/07,"""Fort Lauderdale, FL""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,2/10/07,"""New York, NY""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A300,Incident,6/1/14,"""Mexico City, Mexico""",Mexico,None Reported,Airbus,0,5/1/74,7/1/07,243,No
A300,Incident,1/10/11,"""East Midlands, United Kingdom""",United Kingdom,Minor,Airbus,0,5/1/74,7/1/07,243,No
A300,Incident,5/26/10,"""Istanbul, Turkey""",Turkey,Minor,Airbus,0,5/1/74,7/1/07,243,No
A300,Incident,4/10/10,"""Muharraq, Bahrain""",Bahrain,Minor,Airbus,0,5/1/74,7/1/07,243,No
A300,Incident,2/9/10,"""Cologne-Bonn Airport, Germany""",Germany,Minor,Airbus,0,5/1/74,7/1/07,243,No
A300,Incident,2/10/07,"""Shanghai, China""",China,None Reported,Airbus,0,5/1/74,7/1/07,243,No
A300,Incident,1/16/10,"""Stockholm, Sweden""",Sweden,Minor,Airbus,0,5/1/74,7/1/07,243,No
A300,Accident,4/13/10,"""Monterrey, Mexico""",Mexico,Destroyed,Airbus,6,5/1/74,7/1/07,243,No
A310,Accident,6/29/09,"""Moroni, Comoros""",Comoros,Destroyed,Airbus,152,4/1/83,6/1/98,101,No
A310,Accident,3/6/05,"""Veradero, Cuba""",Cuba,Substantial,Airbus,0,4/1/83,6/1/98,101,No
A310,Incident,11/18/12,"""Karachi, Pakistan""",Pakistan,None Reported,Airbus,0,4/1/83,6/1/98,101,No
A310,Accident,7/12/00,"""VIENNA, Austria""",Austria,Destroyed,Airbus,0,4/1/83,6/1/98,101,No
A320,Incident,5/24/13,"""London, United Kingdom""",United Kingdom,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,8/3/12,"""Rome, Italy""",Italy,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,7/5/12,"""Okinawa, Japan""",Japan,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,9/22/11,"""Hassi Messaoud, Algeria""",Algeria,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,9/17/09,"""Copenhagen, Denmark, Denmark""",Denmark,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,1/29/06,"""Las Vegas, NV""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,10/17/14,"""Zurich, Switzerland""",Switzerland,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,7/7/06,"""Masonville, CO""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,5/19/16,"""Cairo, FN""",United States,Destroyed,Airbus,66,4/1/88,9/21/17,6807,Yes
A320,Incident,3/27/16,"""Rome, Italy""",Italy,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,3/13/16,"""Mexico City, Mexico""",Mexico,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,1/25/16,"""Suvarnabhumi Airport, Thailand""",Thailand,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,9/12/15,"""Perth, Australia""",Australia,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,2/15/15,"""Tehran, Iran""",Iran,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,3/5/14,"""Buenos Aires, Argentina""",Argentina,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,7/5/12,"""Okinawa, Japan""",Japan,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,6/20/12,"""Auckland, New Zealand, New Zealand""",New Zealand,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,9/19/11,"""Cusco, Peru""",Peru,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,8/18/11,"""Stockholm-Skavsta Airport, Sweden""",Sweden,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,12/29/10,"""Changchun, China, China""",China,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,11/5/09,"""Cortez, CO""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,8/5/09,"""Paris ORLY, France""",France,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,6/18/09,"""Boston, MA""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,8/2/06,"""Shenzhen, China, China""",China,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,5/3/06,"""Sochi, Russia""",Russia,Destroyed,Airbus,113,4/1/88,9/21/17,6807,Yes
A320,Accident,3/29/15,"""Halifax, Canada""",Canada,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,8/2/15,"""Padang, Indonesia""",Indonesia,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,12/28/14,"""Pangkalan Bun, Indonesia""",Indonesia,Destroyed,Airbus,162,4/1/88,9/21/17,6807,Yes
A320,Incident,8/21/14,"""Cochin, India, India""",India,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,1/22/04,"""Paris, France""",France,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,8/3/05,"""Denver, CO""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,5/27/12,"""CAM RANH, Vietnam, Vietnam""",Vietnam,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,7/28/10,"""Islamabad, Pakistan""",Pakistan,Destroyed,Airbus,157,4/1/88,9/21/17,6807,Yes
A320,Incident,4/28/15,"""Barcelona, Spain""",Spain,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,3/30/08,"""Lahore, Pakistan""",Pakistan,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A330,Incident,12/20/12,"""Phuket, Thailand""",Thailand,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,10/10/12,"""Paris, France, France""",France,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,5/26/11,"""Seoul, Korea, Korea, Republic Of""","""Korea, Republic Of""",None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,6/15/10,"""Boston, MA""",United States,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Accident,5/12/10,"""Tripoli, Libya""",Libya,Destroyed,Airbus,103,1/1/94,9/21/17,1261,Yes
A330,Incident,4/13/10,"""Hong Kong, China, China""",China,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,10/28/09,"""Brisbane, Australia""",Australia,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Accident,6/1/09,"""Atlantic, France""",France,Destroyed,Airbus,228,1/1/94,9/21/17,1261,Yes
A330,Accident,10/7/08,"""Learmonth Aerodome, Australia""",Australia,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,7/23/07,"""Indian Ocean, Unknown""",Unknown,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,5/28/06,"""Dubai, United Arab Emirates, United Arab Emirates""",United Arab Emirates,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,12/26/14,"""Athens, Greece, Greece""",Greece,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Accident,9/1/13,"""Fortaleza, Brazil""",Brazil,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,7/23/15,"""Riyadh, Saudi Arabia, Saudi Arabia""",Saudi Arabia,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,5/6/14,"""Melbourne, Australia, Australia""",Australia,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,9/6/14,"""Lahore, Pakistan, Pakistan""",Pakistan,None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,10/10/13,"""Caines, Australia, Australia""",Australia,Minor,Airbus,0,1/1/94,9/21/17,1261,Yes
A330,Incident,7/14/15,"""Incheon, Republic of Korea, Korea, Republic Of""","""Korea, Republic Of""",None Reported,Airbus,0,1/1/94,9/21/17,1261,Yes
A340,Accident,11/6/05,"""Heathrow IAP, United Kingdom""",United Kingdom,None Reported,Airbus,0,3/1/93,9/21/17,294,Yes
A340,Incident,8/18/03,"""Honolulu, HI""",United States,Minor,Airbus,0,3/1/93,9/21/17,294,Yes
A380,Incident,11/11/12,"""Richmond NSW, Australia""",Australia,None Reported,Airbus,0,10/1/07,9/21/17,193,Yes
A330,Accident,4/13/11,"""Caracas, Venezuela""",Venezuela,Substantial,Airbus,0,1/1/94,9/21/17,1261,Yes
A340,Accident,6/21/96,"""DFW AIRPORT, TX""",United States,None Reported,Airbus,0,3/1/93,9/21/17,294,Yes
A340,Incident,9/18/96,"""SAN ANTONIO, TX""",United States,None Reported,Airbus,0,3/1/93,9/21/17,294,Yes
A320,Incident,4/28/95,"""MINNEAPOLIS, MN""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,4/27/95,"""WASHINGTON, DC""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,9/8/06,"""New York, NY""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,9/17/11,"""Chicago, IL""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A300,Accident,1/28/94,"""ORMOND BEACH, FL""",United States,None Reported,Airbus,0,5/1/74,7/1/07,243,No
A320,Incident,9/20/91,"""SANTA ANA, CA""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,2/16/99,"""COLUMBUS, OH""",United States,Minor,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,8/28/02,"""Phoenix, AZ""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Incident,11/2/01,"""Midland, TX""",United States,None Reported,Airbus,0,4/1/88,9/21/17,6807,Yes
A320,Accident,10/15/99,"""PHOENIX, AZ""",United States,Substantial,Airbus,0,4/1/88,9/21/17,6807,Yes
