Model,Investigation_Type,Event_Date,Location,Country,Aircraft_Damage,Make,Fatal_Injuries,Intro,Outro,Operational_Count,Is_Operational
CRJ-200,Accident,9/17/00,"""ATLANTA, GA""",United States,None Reported,Bombardier,0,1/1/92,1/1/07,1054,No
CL-600,Accident,12/16/07,"""Providence, RI""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,12/14/08,"""Philadelphia, PA""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,12/18/09,"""Dallas, TX""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,10/23/11,"""Atlanta, GA""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,9/25/10,"""John F. Kennedy International Airport, NY""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,7/14/11,"""Boston, MA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,6/2/02,"""Atlanta, GA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CRJ-200,Accident,2/28/09,"""Tallahassee, FL""",United States,Substantial,Bombardier,0,1/1/92,1/1/07,1054,No
CL-600,Accident,1/8/01,"""Detroit, MI""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,1/3/01,"""Covington, KY""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CRJ-200,Accident,4/11/11,"""Jamaica, NY""",United States,Substantial,Bombardier,0,1/1/92,1/1/07,1054,No
CRJ-700,Incident,9/13/14,"""Hodeida, Yemen""",Yemen,Minor,Bombardier,0,5/1/99,9/21/17,764,Yes
DHC-8,Incident,3/5/13,"""Danville, CA""",United States,Minor,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Accident,9/29/13,"""Reno, NV""",United States,None Reported,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Incident,3/1/02,"""Boise, ID""",United States,None Reported,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Accident,10/27/04,"""Philadelphia, PA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,12/15/08,"""Chicago, IL""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,12/29/04,"""Austin, TX""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,4/2/11,"""Phoenix, AZ""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
DHC-8,Accident,5/18/13,"""Newark, NJ""",United States,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Accident,4/12/07,"""Traverse City, MI""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,3/11/05,"""Milwaukee, WI""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,2/2/05,"""Teterboro, NJ""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,1/19/10,"""Charleston, WV""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,2/3/12,"""San Francisco, CA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,12/16/07,"""Chicago, IL""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,1/17/04,"""Rapid City, SD""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,9/28/10,"""Milwaukee, WI""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,9/27/09,"""Vineyard Haven, MA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,12/14/08,"""Gary, IN""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,10/26/00,"""FALMOUTH, KY""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,10/23/00,"""NEW YORK, NY""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,5/6/13,"""Osaka, Japan, Japan""",Japan,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,2/24/09,"""Santander, Spain""",Spain,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,7/21/04,"""Snow Hill, VA""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,6/13/03,"""Phoenix, AZ""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,5/7/03,"""Boston, MA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,10/24/02,"""Chicago, IL""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,1/8/16,"""Kiruna, Sweden""",Sweden,Destroyed,Bombardier,2,1/1/78,9/21/17,678,Yes
CL-600,Incident,9/7/13,"""Moscow, Russia""",Russia,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,1/29/13,"""Almaty, Kazakhstan""",Kazakhstan,Destroyed,Bombardier,21,1/1/78,9/21/17,678,Yes
CL-600,Incident,10/16/12,"""Lorient, France""",France,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,8/12/14,"""San Antonio, TX""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,7/27/15,"""Makassar, Indonesia""",Indonesia,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,8/13/03,"""Raleigh Durham, NC""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,5/8/02,"""Covington, KY""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CRJ-200,Accident,11/21/04,"""Baotou, China""",China,Destroyed,Bombardier,55,1/1/92,1/1/07,1054,No
CRJ-700,Incident,8/15/11,"""Lyon, France, France""",France,Minor,Bombardier,0,5/1/99,9/21/17,764,Yes
DHC-8,Incident,7/21/11,"""Edinburgh, United Kingdom""",United Kingdom,None Reported,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Incident,12/21/09,"""London, United Kingdom""",United Kingdom,Minor,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Accident,1/8/03,"""Medford, OR""",United States,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Accident,6/12/05,"""Los Angeles, CA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,12/5/12,"""New York, NY""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,10/4/10,"""New York, NY""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,7/18/12,"""Peoria, IL""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,6/11/09,"""Atlanta, GA""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,9/1/11,"""Baton Rouge, LA""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
DHC-8,Incident,6/5/15,"""Windsor Locks, CT""",United States,Minor,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Accident,8/29/09,,United States,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Accident,4/7/12,"""Houston, TX""",United States,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Accident,2/12/09,"""Clarence Center, NY""",United States,Destroyed,Bombardier,50,1/1/84,9/21/17,1185,Yes
DHC-8,Accident,8/10/12,"""Dulles, VA""",United States,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Incident,3/17/11,"""Pittsburgh, PA""",United States,Minor,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Incident,3/14/15,"""Chicago, IL""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,4/18/10,"""Kansas City, MO""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
DHC-8,Accident,11/8/10,"""Los Angeles, CA""",United States,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Accident,6/5/11,"""Florence, SC""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,5/4/15,"""Phoenix, AZ""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,12/4/10,"""Chicago, IL""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,6/10/15,"""McCook, NE""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,4/24/08,"""Minneapolis, MN""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,3/30/11,"""Detroit, MI""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,8/4/09,"""Louisville, KY""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,11/13/08,"""Detroit, MI""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,2/7/13,"""Bowman, GA""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,11/2/10,"""Chicago, IL""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,11/2/10,"""Pittsburgh, PA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,10/18/10,"""Phoenix, AZ""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,6/6/11,"""Milwaukee, WI""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,5/23/10,"""Ontario, CA""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,11/23/10,"""Salt Lake City, UT""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
DHC-8,Accident,10/17/12,"""Kabul, Afghanistan""",Afghanistan,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Accident,11/11/13,"""Charallave, Venezuela""",Venezuela,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,5/29/09,"""Charlotte, NC""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,5/16/11,"""CHICAGO, IL""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,4/29/10,"""Burbank, CA""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,9/19/08,"""Allentown, PA""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,8/3/15,"""Toronto, Canada""",Canada,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
DHC-8,Incident,6/26/09,"""Cleveland, OH""",United States,None Reported,Bombardier,0,1/1/84,9/21/17,1185,Yes
DHC-8,Incident,12/16/14,"""Belfast, N Ireland, United Kingdom""",United Kingdom,None Reported,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Incident,6/9/05,"""colorado spring, CO""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,5/31/05,"""Chicago O'Hare, IL""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CRJ-200,Accident,8/27/06,"""Lexington, KY""",United States,Destroyed,Bombardier,49,1/1/92,1/1/07,1054,No
DHC-8,Accident,8/29/05,"""Portland, OR""",United States,Substantial,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Incident,2/13/08,"""Hilo, HI""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,1/25/07,"""Cripple Creek, CO""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,4/30/06,"""Las Vegas, NV""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,6/13/07,"""Phoenix, AZ""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,3/19/06,"""Asheville, NC""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,6/28/08,"""Charlotte, NC""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,6/28/08,"""Charlotte, NC""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Incident,10/17/05,"""West Grove, PA""",United States,Minor,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,4/8/08,"""Colorado Spring, CO""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,10/31/06,"""Teterboro, NJ""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,2/13/07,"""Moscow, Russia""",Russia,Destroyed,Bombardier,0,1/1/78,9/21/17,678,Yes
DHC-8,Accident,1/31/07,"""Kaunakakai, HI""",United States,None Reported,Bombardier,0,1/1/84,9/21/17,1185,Yes
CL-600,Accident,1/13/08,"""San Francisco, CA""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,10/12/07,"""Denver, CO""",United States,Substantial,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,10/26/05,"""Covington, KY""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CL-600,Accident,4/15/06,"""Front Royal, VA""",United States,None Reported,Bombardier,0,1/1/78,9/21/17,678,Yes
CRJ-200,Incident,12/2/07,"""Baltimore, MD""",United States,None Reported,Bombardier,0,1/1/92,1/1/07,1054,No
727,Accident,11/22/94,"""MIAMI, FL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,4/3/95,"""DFW AIRPORT, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
747,Incident,3/22/97,"""MANAUS, Brazil""",Brazil,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
767,Accident,5/24/00,"""SEATTLE, WA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,8/14/98,"""JUNEAU, AK""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,11/13/00,"""ANCHORAGE, AK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Accident,1/23/96,"""MIAMI, FL""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
757,Accident,4/11/95,"""SAN ANTONIO, TX""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Accident,4/19/98,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
757,Accident,8/23/00,GULF OF MEXICO,,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,6/29/99,"""CHICAGO, IL""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Accident,9/26/00,"""MIAMI, FL""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Accident,8/22/00,"""BARABOO, WI""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
737,Incident,6/29/95,"""ELKO, NV""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/3/87,"""NEWARK, NJ""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,12/3/87,"""HOUSTON, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,2/20/96,"""WASHINGTON, DC""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/26/89,"""ATLANTA, GA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Accident,7/6/97,"""ALBUQUERQUE, NM""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
757,Accident,2/22/99,"""COVINGTON, KY""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Accident,9/20/00,"""ATLANTA, GA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,9/27/99,"""ATLANTA, GA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Incident,6/25/96,"""JAMAICA, NY""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
727,Incident,2/5/86,"""NEW YORK, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
747,Incident,5/19/96,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
727,Incident,1/21/97,"""OKLAHOMA CITY, OK""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,3/27/96,"""MEMPHIS, TN""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,1/23/85,"""STEAMBOAT SPRIN, CO""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,4/12/93,"""ALEXANDRIA, LA""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
727,Accident,5/31/87,"""LOS ANGELES, CA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
757,Accident,3/2/97,"""CHICAGO, IL""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Incident,1/5/99,"""PHOENIX, AZ""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/13/88,"""BOSTON, MA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,3/21/86,"""NASVILLE, TN""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Accident,3/30/98,"""FORT LAUDERDALE, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
747,Incident,4/20/97,"""HOUSTON, TX""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
737,Accident,8/9/90,"""CORPUS CHRISTI, TX""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,7/7/94,"""SOUTH BEND, IN""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/25/99,"""LAFAYETTE, LA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,8/14/95,"""JAMAICA, NY""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,6/17/96,"""JAMAICA, NY""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
727,Incident,8/25/89,"""KENNER, LA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
747,Incident,12/18/94,"""JAMAICA, NY""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,11/1/84,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
727,Incident,8/15/96,"""HOWARD BEACH, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
767,Accident,10/22/93,ATLANTIC OCEAN,,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,11/18/96,"""GRAND RAPIDS, MI""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/7/95,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,9/3/84,"""WASHINGTON, DC""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,1/9/89,"""ANCHORAGE, AK""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Accident,7/31/00,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/14/97,"""ONTARIO, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
777,Accident,6/11/99,"""MADISON, WI""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
747,Incident,5/18/98,"""MINNEAPOLIS, MN""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
727,Incident,8/23/99,"""WASHINGTON, DC""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
DHC-8,Accident,9/27/98,"""ISLIP, NY""",United States,Minor,Bombardier,0,1/1/84,9/21/17,1185,Yes
767,Accident,6/28/08,"""San Francisco, CA""",United States,Destroyed,Boeing,0,11/1/82,9/21/17,1088,Yes
727,Incident,3/10/97,"""DFW AIRPORT, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
707,Accident,11/27/82,"""MIAMI, FL""",United States,Substantial,Boeing,0,10/1/58,1/1/79,1010,No
767,Incident,4/10/93,"""KANSAS CITY, MO""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
727,Incident,7/5/82,"""FLUSHING, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
747,Incident,6/29/07,"""Los Angeles, CA""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,12/14/07,"""New York, NY""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
737,Accident,1/13/82,"""WASHINGTON, DC""",United States,Destroyed,Boeing,78,2/1/68,9/21/17,9093,Yes
777,Accident,1/17/13,"""Miami, FL""",United States,Substantial,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Incident,12/12/10,"""Washington, DC""",United States,Minor,Boeing,0,6/1/95,9/21/17,1412,Yes
747,Accident,12/19/05,"""Los Angeles, CA""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,5/7/89,"""LOS ANGELES, CA""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,8/12/91,"""LOS ANGELES, CA""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
737,Accident,3/20/96,"""JACKSONVILLE, FL""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/19/95,"""ATLANTA, GA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
717,Accident,10/26/09,"""Pleasant Grove, NC""",United States,None Reported,Boeing,0,10/1/99,5/1/06,155,No
717,Accident,3/26/03,"""Flushing, NY""",United States,Minor,Boeing,0,10/1/99,5/1/06,155,No
737,Incident,2/15/82,"""ONTARIO, CA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
717,Accident,8/27/09,"""Inverness, FL""",United States,None Reported,Boeing,0,10/1/99,5/1/06,155,No
737,Accident,11/1/98,"""ATLANTA, GA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
717,Incident,3/5/04,"""Atlanta, GA""",United States,None Reported,Boeing,0,10/1/99,5/1/06,155,No
727,Incident,6/3/83,"""PORTLAND, OR""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,11/11/99,"""PORTLAND, OR""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,11/2/99,"""JUNEAU, AK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/24/08,"""Seattle, WA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/20/08,"""Sitka, AK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,1/7/84,"""SEATTLE, WA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,12/19/15,"""Seattle, WA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/1/94,"""JUNEAU, AK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,6/12/88,"""SEATTLE, WA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,3/13/90,"""PHOENIX, AZ""",United States,Minor,Boeing,1,2/1/64,1/1/84,1831,No
727,Incident,4/13/88,"""PORTLAND, OR""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
MD-11,Incident,5/21/08,"""Miami, FL""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
767,Accident,11/26/00,"""Boston, MA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
747,Accident,8/11/87,"""WASHINGTON, DC""",United States,None Reported,Boeing,1,2/1/70,9/21/17,1522,Yes
737,Incident,4/26/94,"""HONOLULU, HI""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/22/87,"""LOS ANGELES, CA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,3/16/90,"""SANTA ANA, CA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/8/93,"""DFW AIRPORT, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/5/91,"""ELKO, NV""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,4/18/97,"""LAS VEGAS, NV""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Incident,3/1/97,"""DENVER, CO""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,11/6/89,"""PHOENIX, AZ""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
737,Accident,12/30/89,"""TUCSON, AZ""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/13/98,"""SACRAMENTO, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/23/95,"""ALBUQUERQUE, NM""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,8/19/94,"""PHOENIX, AZ""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,4/2/00,"""DALLAS, TX""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,9/20/99,"""AGUA CALIENTE, AZ""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,7/24/99,"""PHOENIX, AZ""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Incident,5/23/88,NEAR SAN JUAN,,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,1/25/91,"""INDIANAPOLIS, IN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/21/89,"""SAN ANTONIO, TX""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,12/13/91,ST. THOMAS,,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,9/2/87,"""TAMPA, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,4/23/85,"""LITTLE ROCK, AR""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,12/26/82,"""MEMPHIS, TN""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/22/82,"""LITTLE ROCK, AR""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
757,Accident,12/21/89,"""SANTA ANA, CA""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,3/24/88,"""CIMARRON, NM""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,1/19/88,"""CHICAGO, IL""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Incident,2/8/92,"""MIAMI, FL""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Incident,2/8/12,"""Jamaica, NY""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,4/29/10,"""Fort Dodge, IA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
